SITE_URL,ASSET_URI,CURRENT_BID,CLOSING_DATE_UTC,VIN/SERIAL,YEAR,MAKE/BRAND,MODEL,CONDITION,PHONE,MILES,INVENTORY_ID,TITLE_RESTRICTION,MAP_URL,ACCOUNT_TYPE,SELLER,LOT#,ITEM_LOCATION,EMAIL,LOCATION,ASSET_CONTACT,KILOMETERS
http://govdeals.com,/asset/108/7923,464.14,2024-12-18T14:45:00Z,1FMYU02ZX5KD87490,2005,Ford,Escape,Used/See Description,,"232,223.00 (Accurate?: Yes)",CAR117,,"http://maps.google.com/maps?q=37.69776,+-77.76378+(1980 Triple T Rd)",Government,"Goochland County Public Schools, VA",7923-108,"1980 Triple T Rd, Gcps Transportation Shop, Oilville, Virginia, 23129-2206, USA",,"Oilville, Virginia, USA",,
http://govdeals.com,/asset/307/23691,650.0,2024-12-18T14:45:00Z,1FMCU93G39KA25793,2009,Ford,Escape,Used/See Description,,"177,362.00 (Accurate?: Yes)",Lanacaster tow away,Clean Title,"http://maps.google.com/maps?q=39.726859,+-76.154584+(2672 Robert Fulton Hwy)",Commercial,,23691-307,"2672 Robert Fulton Hwy, Peach Bottom, Pennsylvania, 17563-9749, USA",,"Peach Bottom, Pennsylvania, USA",,
http://govdeals.com,/asset/38016/8445,1000.0,2024-12-18T14:45:00Z,1FMCU02Z68KD83984,2008,Ford,Escape,Used/See Description,,"121,289.00 (Accurate?: Yes)",24-4432,Clean Title,"http://maps.google.com/maps?q=46.980812,+-122.911591+(7511 New Market St SW)",Government,"State of Washington Surplus Operations, WA",8445-38016,"7511 New Market St SW, [Only by Appointment], Tumwater, Washington, 98501-5701, USA",,"Tumwater, Washington, USA",,
http://govdeals.com,/asset/4700/1095,500.0,2024-12-18T14:45:00Z,1FMCU9C71CKB80916,2012,Ford,Escape,Used/See Description,,"176,620.00 (Accurate?: )",120026,,"http://maps.google.com/maps?f=q&hl=en&q=2850 Lewis St,+Philadelphia,+PA+19137",Government,,1095-4700,"2850 Lewis St, Philadelphia, Pennsylvania, 19137, USA",,"Philadelphia, Pennsylvania, USA",,
http://govdeals.com,/asset/4695/1095,500.0,2024-12-18T14:45:00Z,1FMCU9C7XAKD02329,2010,Ford,Escape,Used/See Description,,"80,831.00 (Accurate?: )",105132,,"http://maps.google.com/maps?f=q&hl=en&q=2850 Lewis St,+Philadelphia,+PA+19137",Government,,1095-4695,"2850 Lewis St, Philadelphia, Pennsylvania, 19137, USA",,"Philadelphia, Pennsylvania, USA",,
http://govdeals.com,/asset/38017/8445,1525.0,2024-12-18T14:45:00Z,1FMCU0C72AKC05668,2010,Ford,Escape,Used/See Description,,"106,821.00 (Accurate?: Yes)",24-4433,Clean Title,"http://maps.google.com/maps?q=46.980812,+-122.911591+(7511 New Market St SW)",Government,"State of Washington Surplus Operations, WA",8445-38017,"7511 New Market St SW, [Only by Appointment], Tumwater, Washington, 98501-5701, USA",,"Tumwater, Washington, USA",,
http://govdeals.com,/asset/380/25530,210.0,2024-12-18T14:45:00Z,1FMCU9GXXFUC13799,2015,Ford,Escape,Used/See Description,,"118,411.00 (Accurate?: )",G23347-15,Clean Title,"http://maps.google.com/maps?f=q&hl=en&q=Offsite-call for address 9092030548,+Riverside,+CA+92123",Government,"San Diego County Fleet Services, CA",25530-380,"Offsite-call for address 9092030548, , Riverside, California, 92123, USA",,"Riverside, California, USA",,
http://govdeals.com,/asset/32684/685,3500.0,2024-12-18T14:45:00Z,1FMCU0F71KUB31905,2019,Ford,Escape,Used/See Description,+18038966880,"91,677.00 (Accurate?: Yes)",257858005 (Front Fence),Clean Title,"http://maps.google.com/maps?q=33.950918,+-81.110915+(1441 Boston Ave )",Government,,685-32684,"1441 Boston Ave , West Columbia, South Carolina, 29170-2137, USA",bob.carson@admin.sc.gov,"West Columbia, South Carolina, USA",Bob Carson,
http://govdeals.com,/asset/4699/1095,500.0,2024-12-18T14:45:00Z,1FMCU9C7XCKB80915,2012,Ford,Escape,Used/See Description,,"68,905.00 (Accurate?: )",120025,,"http://maps.google.com/maps?f=q&hl=en&q=2850 Lewis St,+Philadelphia,+PA+19137",Government,,1095-4699,"2850 Lewis St, Philadelphia, Pennsylvania, 19137, USA",,"Philadelphia, Pennsylvania, USA",,
http://govdeals.com,/asset/32693/685,3200.0,2024-12-18T14:45:00Z,1FMCU0F77KUB32122,2019,Ford,Escape,Used/See Description,+18038966880,"81,851.00 (Accurate?: Yes)",257858008 (Front Fence),Clean Title,"http://maps.google.com/maps?q=33.950918,+-81.110915+(1441 Boston Ave )",Government,,685-32693,"1441 Boston Ave , West Columbia, South Carolina, 29170-2137, USA",bob.carson@admin.sc.gov,"West Columbia, South Carolina, USA",Bob Carson,
http://govdeals.com,/asset/4694/1095,500.0,2024-12-18T14:45:00Z,1FMCU9C74AKD02326,2010,Ford,Escape,Used/See Description,,"80,636.00 (Accurate?: )",105129,,"http://maps.google.com/maps?f=q&hl=en&q=2850 Lewis St,+Philadelphia,+PA+19137",Government,,1095-4694,"2850 Lewis St, Philadelphia, Pennsylvania, 19137, USA",,"Philadelphia, Pennsylvania, USA",,
http://govdeals.com,/asset/32691/685,5100.0,2024-12-18T14:45:00Z,1FMCU0F71KUB32102,2019,Ford,Escape,Used/See Description,+18038966880,"79,575.00 (Accurate?: Yes)",257858003 (Front Fence),Clean Title,"http://maps.google.com/maps?q=33.950918,+-81.110915+(1441 Boston Ave )",Government,,685-32691,"1441 Boston Ave , West Columbia, South Carolina, 29170-2137, USA",bob.carson@admin.sc.gov,"West Columbia, South Carolina, USA",Bob Carson,
http://govdeals.com,/asset/589/26960,1025.0,2024-12-18T14:45:00Z,1FMCU0GX2GUC51508,2016,Ford,Escape,Used/See Description,,"107,028.00 (Accurate?: Yes)",,Clean Title,"http://maps.google.com/maps?q=30.2967,+-81.610595+(5321 Fairmont St)",Commercial,,26960-589,"5321 Fairmont St, Jacksonville, Florida, 32207-5027, USA",,"Jacksonville, Florida, USA",,
http://govdeals.com,/asset/164/9281,700.0,2024-12-18T14:45:00Z,1FMCU5K32BKA34109,2011,Ford,Escape Hybrid,Used/See Description,+18606752337,"91,801.00 (Accurate?: Yes)",4109,Yes: Other (See Description),"http://maps.google.com/maps?q=41.7485,+-72.868341+(1 Montieth Dr)",Government,,9281-164,"1 Montieth Dr, Farmington, Connecticut, 06032-1082, USA",whitea@farmington-ct.org,"Farmington, Connecticut, USA",Anne White,
http://govdeals.com,/asset/32685/685,5600.0,2024-12-18T14:45:00Z,1FMCU0F79KUB32106,2019,Ford,Escape,Used/See Description,+18038966880,"83,950.00 (Accurate?: Yes)",258442005 (Front Fence),Clean Title,"http://maps.google.com/maps?q=33.950918,+-81.110915+(1441 Boston Ave )",Government,,685-32685,"1441 Boston Ave , West Columbia, South Carolina, 29170-2137, USA",bob.carson@admin.sc.gov,"West Columbia, South Carolina, USA",Bob Carson,
http://govdeals.com,/asset/8469/5859,2225.0,2024-12-18T14:45:00Z,1FMCU9D74BKA87787,2011,Ford,Escape,Used/See Description,,"126,666.00 (Accurate?: Yes)",272680,Clean Title,"http://maps.google.com/maps?q=44.971538,+-123.011183+(1655 Salem Industrial Dr NE)",Government,State of Oregon,5859-8469,"1655 Salem Industrial Dr NE, Salem, Oregon, 97301-0375, USA",,"Salem, Oregon, USA",,
http://govdeals.com,/asset/417/5579,301.0,2024-12-18T14:45:00Z,1FMCU0C78BKC65004,2011,FORD,Escape,Used/See Description,+19045306192,"115,228.00 (Accurate?: Yes)",,,"http://maps.google.com/maps?f=q&hl=en&q=86200 Gene Lassere Blvd,+Yulee,+FL+32097-3310",Government,,5579-417,"86200 Gene Lassere Blvd, , Yulee, Florida, 32097-3310, USA",bmason@nassaucountyfl.com,"Yulee, Florida, USA",Brian Mason,
http://govdeals.com,/asset/4698/1095,500.0,2024-12-18T14:45:00Z,1FMCU9C72CKB80911,2012,Ford,Escape,Used/See Description,,"73,243.00 (Accurate?: )",120022,,"http://maps.google.com/maps?f=q&hl=en&q=2850 Lewis St,+Philadelphia,+PA+19137",Government,,1095-4698,"2850 Lewis St, Philadelphia, Pennsylvania, 19137, USA",,"Philadelphia, Pennsylvania, USA",,
http://govdeals.com,/asset/4693/1095,400.0,2024-12-18T14:45:00Z,1FMCU9C74AKC13162,2010,Ford,Escape,Used/See Description,,"158,704.00 (Accurate?: )",105101,,"http://maps.google.com/maps?f=q&hl=en&q=2850 Lewis St,+Philadelphia,+PA+19137",Government,,1095-4693,"2850 Lewis St, Philadelphia, Pennsylvania, 19137, USA",,"Philadelphia, Pennsylvania, USA",,
http://govdeals.com,/asset/584/26960,1975.0,2024-12-18T14:45:00Z,1FMCU0GX8EUE21030,2014,Ford,Escape,Used/See Description,,"147,226.00 (Accurate?: Yes)",,Clean Title,"http://maps.google.com/maps?q=30.2967,+-81.610595+(5321 Fairmont St)",Commercial,,26960-584,"5321 Fairmont St, Jacksonville, Florida, 32207-5027, USA",,"Jacksonville, Florida, USA",,
http://govdeals.com,/asset/150/24508,4750.0,2024-12-18T14:45:00Z,1FMCU0C73CKA71689,2012,Ford,Escape,Used/See Description,,"138,786.00 (Accurate?: Yes)",,,"http://maps.google.com/maps?q=36.04096,+-95.96078+(8330 Riverside Pkwy)",Government,"Muscogee Creek Nation - River Spirit Casino, OK",24508-150,"8330 Riverside Pkwy, Tulsa, Oklahoma, 74137-1200, USA",,"Tulsa, Oklahoma, USA",,
http://govdeals.com,/asset/32711/685,1200.0,2024-12-18T14:45:00Z,1FMCU0F77KUB14459,2019,Ford,Escape,Used/See Description,+18038966880,"75,059.00 (Accurate?: Yes)",257748003 (Auction Lot),Clean Title,"http://maps.google.com/maps?q=33.950918,+-81.110915+(1441 Boston Ave )",Government,,685-32711,"1441 Boston Ave , West Columbia, South Carolina, 29170-2137, USA",bob.carson@admin.sc.gov,"West Columbia, South Carolina, USA",Bob Carson,
http://govdeals.com,/asset/4705/1095,300.0,2024-12-18T14:45:00Z,1FMCU9C79CKA36983,2012,Ford,Escape,Used/See Description,,"99,389.00 (Accurate?: )",127015,,"http://maps.google.com/maps?f=q&hl=en&q=2850 Lewis St,+Philadelphia,+PA+19137",Government,,1095-4705,"2850 Lewis St, Philadelphia, Pennsylvania, 19137, USA",,"Philadelphia, Pennsylvania, USA",,
http://govdeals.com,/asset/87/7090,3850.0,2024-12-18T14:45:00Z,1FMCU9G97FUC71158,2015,Ford,Escape,Used/See Description,,,,,"http://maps.google.com/maps?q=44.829042,+-79.714448+(99 Lone Pine Rd)",Government,"Georgian Bay Township, ON",7090-87,"99 Lone Pine Rd, Port Severn, Ontario, L0K 1S0, CAN",,"Port Severn, Ontario, CAN",,"111,713.00 (Accurate?: Yes)"
http://govdeals.com,/asset/32715/685,3750.0,2024-12-18T14:45:00Z,1FMCU0F75KUB14461,2019,Ford,Escape,Used/See Description,+18038966880,"78,087.00 (Accurate?: Yes)",257710005 (Auction Lot),Clean Title,"http://maps.google.com/maps?q=33.950918,+-81.110915+(1441 Boston Ave )",Government,,685-32715,"1441 Boston Ave , West Columbia, South Carolina, 29170-2137, USA",bob.carson@admin.sc.gov,"West Columbia, South Carolina, USA",Bob Carson,
http://govdeals.com,/asset/32708/685,1000.0,2024-12-18T14:45:00Z,1FMCU0F74KUB14550,2019,Ford,Escape,Used/See Description,+18038966880,"84,292.00 (Accurate?: Yes)",258442006 (Auction Lot),Clean Title,"http://maps.google.com/maps?q=33.950918,+-81.110915+(1441 Boston Ave )",Government,,685-32708,"1441 Boston Ave , West Columbia, South Carolina, 29170-2137, USA",bob.carson@admin.sc.gov,"West Columbia, South Carolina, USA",Bob Carson,
http://govdeals.com,/asset/32712/685,1000.0,2024-12-18T14:45:00Z,1FMCU0F70JUC37826,2018,Ford,Escape,Used/See Description,+18038966880,"70,093.00 (Accurate?: Yes)",257710003 (Auction Lot),Clean Title,"http://maps.google.com/maps?q=33.950918,+-81.110915+(1441 Boston Ave )",Government,,685-32712,"1441 Boston Ave , West Columbia, South Carolina, 29170-2137, USA",bob.carson@admin.sc.gov,"West Columbia, South Carolina, USA",Bob Carson,
http://govdeals.com,/asset/32706/685,2500.0,2024-12-18T14:45:00Z,1FMCU0F79KUB14446,2019,Ford,Escape,Used/See Description,+18038966880,"71,858.00 (Accurate?: Yes)",257748002 (Auction Lot),Clean Title,"http://maps.google.com/maps?q=33.950918,+-81.110915+(1441 Boston Ave )",Government,,685-32706,"1441 Boston Ave , West Columbia, South Carolina, 29170-2137, USA",bob.carson@admin.sc.gov,"West Columbia, South Carolina, USA",Bob Carson,
http://govdeals.com,/asset/32707/685,1111.0,2024-12-18T14:45:00Z,1FMCU0F76KUB14551,2019,Ford,Escape,Used/See Description,+18038966880,"83,636.00 (Accurate?: Yes)",257748001 (Auction Lot),Clean Title,"http://maps.google.com/maps?q=33.950918,+-81.110915+(1441 Boston Ave )",Government,,685-32707,"1441 Boston Ave , West Columbia, South Carolina, 29170-2137, USA",bob.carson@admin.sc.gov,"West Columbia, South Carolina, USA",Bob Carson,
http://govdeals.com,/asset/32714/685,2500.0,2024-12-18T14:45:00Z,1FMCU0F73KUB32117,2019,Ford,Escape,Used/See Description,+18038966880,"75,759.00 (Accurate?: Yes)",257710006 (Auction Lot),Clean Title,"http://maps.google.com/maps?q=33.950918,+-81.110915+(1441 Boston Ave )",Government,,685-32714,"1441 Boston Ave , West Columbia, South Carolina, 29170-2137, USA",bob.carson@admin.sc.gov,"West Columbia, South Carolina, USA",Bob Carson,
http://govdeals.com,/asset/32739/685,1000.0,2024-12-18T14:45:00Z,1FMCU0F74KUB14449,2019,Ford,Escape,Used/See Description,+18038966880,"71,248.00 (Accurate?: Yes)",257858010 (Front Fence),Clean Title,"http://maps.google.com/maps?q=33.950918,+-81.110915+(1441 Boston Ave )",Government,,685-32739,"1441 Boston Ave , West Columbia, South Carolina, 29170-2137, USA",bob.carson@admin.sc.gov,"West Columbia, South Carolina, USA",Bob Carson,
http://govdeals.com,/asset/32727/685,1000.0,2024-12-18T14:45:00Z,1FMCU0F72KUB32125,2019,Ford,Escape,Used/See Description,+18038966880,"73,550.00 (Accurate?: Yes)",257748005 (Front Fence),Clean Title,"http://maps.google.com/maps?q=33.950918,+-81.110915+(1441 Boston Ave )",Government,,685-32727,"1441 Boston Ave , West Columbia, South Carolina, 29170-2137, USA",bob.carson@admin.sc.gov,"West Columbia, South Carolina, USA",Bob Carson,
http://govdeals.com,/asset/1449/433,1331.6,2024-12-18T14:45:00Z,1FMCU0DG9AKC90135,2010,Ford,Escape,Used/See Description,,"140,000.00 (Accurate?: Unknown)",FD3168,Clean Title,"http://maps.google.com/maps?q=29.99699,+-90.03009+(3800 Alvar St)",Government,,433-1449,"3800 Alvar St, , New Orleans, Louisiana, 70126-5504, USA",,"New Orleans, Louisiana, USA",,
http://govdeals.com,/asset/32734/685,1000.0,2024-12-18T14:45:00Z,1FMCU0F78KUB32114,2019,Ford,Escape,Used/See Description,+18038966880,"81,410.00 (Accurate?: Yes)",257858009 (Front Fence),Clean Title,"http://maps.google.com/maps?q=33.950918,+-81.110915+(1441 Boston Ave )",Government,,685-32734,"1441 Boston Ave , West Columbia, South Carolina, 29170-2137, USA",bob.carson@admin.sc.gov,"West Columbia, South Carolina, USA",Bob Carson,
http://govdeals.com,/asset/32/26879,1575.0,2024-12-18T14:45:00Z,1FMCU9G65MUA34302,2021,Ford,Escape,Used/See Description,+18002409828,"18,450.00 (Accurate?: Unknown)",APDCOM2024014899,,"http://maps.google.com/maps?q=39.049198150634766,+-95.68125915527344+(835 SW Topeka Blvd)",Government,"KCAMP, KS",26879-32,"835 SW Topeka Blvd, Topeka, Kansas, 66612, USA",llewis@kcamp.org,"Topeka, Kansas, USA",Lauren Lewis,
http://govdeals.com,/asset/32737/685,1000.0,2024-12-18T14:45:00Z,1FMCU0F78JUC62814,2018,Ford,Escape,Used/See Description,+18038966880,"89,763.00 (Accurate?: Yes)",258442008 (Front Fence),Clean Title,"http://maps.google.com/maps?q=33.950918,+-81.110915+(1441 Boston Ave )",Government,,685-32737,"1441 Boston Ave , West Columbia, South Carolina, 29170-2137, USA",bob.carson@admin.sc.gov,"West Columbia, South Carolina, USA",Bob Carson,
http://govdeals.com,/asset/32728/685,1500.0,2024-12-18T14:45:00Z,1FMCU0F79KUB31909,2019,Ford,Escape,Used/See Description,+18038966880,"74,858.00 (Accurate?: Yes)",257748004 (Front Fence),Clean Title,"http://maps.google.com/maps?q=33.950918,+-81.110915+(1441 Boston Ave )",Government,,685-32728,"1441 Boston Ave , West Columbia, South Carolina, 29170-2137, USA",bob.carson@admin.sc.gov,"West Columbia, South Carolina, USA",Bob Carson,
http://govdeals.com,/asset/3420/3472,1500.0,2024-12-18T14:45:00Z,1FMCU5K39AKB94812,2010,Ford,Escape Hybrid,Used/See Description,+15133525453,"101,153.00 (Accurate?: Yes)",16 00601,Clean Title,"http://maps.google.com/maps?q=39.14071,+-84.53325+(1106 Bates Ave )",Government,"Cincinnati Fleet Services, OH",3472-3420,"1106 Bates Ave , Cincinnati, Ohio, 45225-1302, USA",ken.bertke@cincinnati-oh.gov,"Cincinnati, Ohio, USA",Ken Bertke,
http://govdeals.com,/asset/138/11971,3025.0,2024-12-18T14:45:00Z,1FMCU5K31AKB42798,2010,Ford,Escape Hybrid,Used/See Description,,"165,365.00 (Accurate?: )",CG25-301,,"http://maps.google.com/maps?q=40.855884,+-124.088312+(600 S G St)",Government,"Arcata, CA",11971-138,"600 S G St, Arcata, California, 95521-6687, USA",,"Arcata, California, USA",,
http://govdeals.com,/asset/34/12469,500.0,2024-12-18T14:45:00Z,1FMCU9GD4JUD25190,2018,Ford,Escape,Used/See Description,,"75,406.00 (Accurate?: )",,,"http://maps.google.com/maps?q=40.60429,+-75.47041+(603 W Linden St)",Government,"Allentown Parking Authority, PA",12469-34,"603 W Linden St, Allentown, Pennsylvania, 18101-1417, USA",,"Allentown, Pennsylvania, USA",,
http://govdeals.com,/asset/1615/5074,1000.0,2024-12-18T14:45:00Z,1FMCU9GX4EUC38406,2014,Ford,Escape,Used/See Description,+16173055906,"67,558.00 (Accurate?: )",,,"http://maps.google.com/maps?q=42.391538,+-71.024552+(2 Griffin Way)",Government,"Massachusetts Water Resources Authority, MA",5074-1615,"2 Griffin Way, Chelsea, Massachusetts, 02150-3334, USA",Edward.roman@mwra.com,"Chelsea, Massachusetts, USA",Edward Roman,
http://govdeals.com,/asset/149/9289,411.0,2024-12-18T14:45:00Z,1FMCU9E74CKB76520,2012,Ford,Escape,Used/See Description,,"160,078.00 (Accurate?: Unknown)",24-023,Yes: Salvage Title,"http://maps.google.com/maps?q=41.2342,+-80.81697+(141 South St SE)",Government,"Warren, OH",9289-149,"141 South St SE, , Warren, Ohio, 44483-5747, USA",,"Warren, Ohio, USA",,
http://govdeals.com,/asset/1614/5074,1000.0,2024-12-18T14:45:00Z,1FMCU9GX7GUC13647,2016,Ford,Escape,Used/See Description,+16173055906,"90,638.00 (Accurate?: )",,,"http://maps.google.com/maps?q=42.391538,+-71.024552+(2 Griffin Way)",Government,"Massachusetts Water Resources Authority, MA",5074-1614,"2 Griffin Way, Chelsea, Massachusetts, 02150-3334, USA",Edward.roman@mwra.com,"Chelsea, Massachusetts, USA",Edward Roman,
http://govdeals.com,/asset/13915/12157,1550.0,2024-12-18T14:45:00Z,1FMCU93G99KB88917,2009,Ford,Escape,Used/See Description,,"114,406.00 (Accurate?: Yes)",6401240193,,"http://maps.google.com/maps?q=40.762851,+-96.701752+(5001 S 14th St)",Government,State of Nebraska,12157-13915,"5001 S 14th St, Lincoln, Nebraska, 68512-1248, USA",,"Lincoln, Nebraska, USA",,
http://govdeals.com,/asset/2059/17125,1000.0,2024-12-18T14:45:00Z,1FMCU9GX4GUB16549,2016,Ford,Escape,Used/See Description,,"117,520.00 (Accurate?: Yes)",,Clean Title,"http://maps.google.com/maps?f=q&hl=en&q=Brooklyn,+Brooklyn,+NY+11212",Government,,17125-2059,"Brooklyn, Brooklyn, New York, 11212, USA",,"Brooklyn, New York, USA",,
http://govdeals.com,/asset/13917/12157,1847.22,2024-12-18T14:45:00Z,1FMCU03719KA42703,2009,Ford,Escape,Used/See Description,,"97,031.00 (Accurate?: Yes)",3320240226,,"http://maps.google.com/maps?q=40.762851,+-96.701752+(5001 S 14th St)",Government,State of Nebraska,12157-13917,"5001 S 14th St, Lincoln, Nebraska, 68512-1248, USA",,"Lincoln, Nebraska, USA",,
http://govdeals.com,/asset/38175/8445,1050.0,2024-12-18T14:45:00Z,1FMCU49H98KB03852,2008,Ford,Escape Hybrid,Used/See Description,,"84,323.00 (Accurate?: Yes)",24-4372,Clean Title,"http://maps.google.com/maps?q=46.980812,+-122.911591+(7511 New Market St SW)",Government,"State of Washington Surplus Operations, WA",8445-38175,"7511 New Market St SW, [Only by Appointment], Tumwater, Washington, 98501-5701, USA",,"Tumwater, Washington, USA",,
http://govdeals.com,/asset/38186/8445,525.0,2024-12-18T14:45:00Z,1FMCU9G97HUB53985,2017,Ford,Escape,Used/See Description,,"119,517.00 (Accurate?: Yes)",25-0115,Clean Title,"http://maps.google.com/maps?q=46.980812,+-122.911591+(7511 New Market St SW)",Government,"State of Washington Surplus Operations, WA",8445-38186,"7511 New Market St SW, [Only by Appointment], Tumwater, Washington, 98501-5701, USA",,"Tumwater, Washington, USA",,
http://govdeals.com,/asset/2058/17125,1000.0,2024-12-18T14:45:00Z,1FMCU9GX0EUD51866,2014,Ford,Escape,Used/See Description,,"117,720.00 (Accurate?: Yes)",,Clean Title,"http://maps.google.com/maps?f=q&hl=en&q=Brooklyn,+Brooklyn,+NY+11212",Government,,17125-2058,"Brooklyn, Brooklyn, New York, 11212, USA",,"Brooklyn, New York, USA",,
http://govdeals.com,/asset/15344/8809,315.0,2024-12-18T14:45:00Z,1FMCU0DG7CKC19678,2012,Ford,Escape,Used/See Description,+12059348467,"36,699.00 (Accurate?: Yes)",137794,,"http://maps.google.com/maps?q=33.500313,+-86.816918+(801 5th Ave S)",Government,University of Alabama at Birmingham,8809-15344,"801 5th Ave S, Birmingham, Alabama, 35233-1102, USA",hill8@uab.edu,"Birmingham, Alabama, USA",Jessica Hill,
http://govdeals.com,/asset/1601/26446,525.0,2024-12-18T14:45:00Z,1FMCU59389KA28654,2009,Ford,Escape Hybrid,Used/See Description,,"26,262.00 (Accurate?: Unknown)",AK8444,Clean Title,"http://maps.google.com/maps?q=43.44993209838867,+-76.54938507080078+(10 Onondaga Cir)",Government,,26446-1601,"10 Onondaga Cir, Oswego, New York, 13126, USA",,"Oswego, New York, USA",,
http://govdeals.com,/asset/5439/4923,500.0,2024-12-18T14:45:00Z,1FMCU0F70DUC03745,2014,Ford,Escape,Used/See Description,+14052973138,"109,859.00 (Accurate?: Yes)",1316088,,"http://maps.google.com/maps?q=35.468155,+-97.521246+(100 N Walker Ave)",Government,"Oklahoma City, OK",4923-5439,"100 N Walker Ave, Oklahoma City, Oklahoma, 73102-2230, USA",sherry.cochranschmees@okc.gov,"Oklahoma City, Oklahoma, USA",Sherry Cochran-Schmees,
http://govdeals.com,/asset/8527/5859,1525.0,2024-12-18T14:45:00Z,1FMCU9D72AKC28662,2010,Ford,Escape,Used/See Description,,"138,480.00 (Accurate?: Yes)",273242,Clean Title,"http://maps.google.com/maps?q=44.971538,+-123.011183+(1655 Salem Industrial Dr NE)",Government,State of Oregon,5859-8527,"1655 Salem Industrial Dr NE, Salem, Oregon, 97301-0375, USA",,"Salem, Oregon, USA",,
http://govdeals.com,/asset/760/302,160.0,2024-12-18T14:45:00Z,1FMCU0F76GUB40462,2016,FORD,ESCAPE,Used/See Description,+15022133351,"175,385.00 (Accurate?: Yes)",CAR 31,Clean Title,"http://maps.google.com/maps?q=38.247247,+-85.769129+(1000 W Broadway)",Government,,302-760,"1000 W Broadway, Louisville, Kentucky, 40203-2031, USA",ssummers@ridetarc.org,"Louisville, Kentucky, USA",Sarah Summers,
http://govdeals.com,/asset/761/302,130.0,2024-12-18T14:45:00Z,1FMCU9G99GUC82177,2016,FORD,ESCAPE,Used/See Description,+15022133351,"184,475.00 (Accurate?: Yes)",Car 33,Clean Title,"http://maps.google.com/maps?q=38.247247,+-85.769129+(1000 W Broadway)",Government,,302-761,"1000 W Broadway, Louisville, Kentucky, 40203-2031, USA",ssummers@ridetarc.org,"Louisville, Kentucky, USA",Sarah Summers,
http://govdeals.com,/asset/480/8269,800.0,2024-12-18T14:45:00Z,1FMYU96HX6KD56179,2006,Ford,Escape,Used/See Description,,"61,705.00 (Accurate?: Yes)",93,Clean Title,"http://maps.google.com/maps?q=39.1666,+-77.1851+(8301 Turkey Thicket Dr)",Government,"Maryland National Capital Park and Planning Commission, MD",8269-480,"8301 Turkey Thicket Dr, Gaithersburg, Maryland, 20879-1678, USA",,"Gaithersburg, Maryland, USA",,
http://govdeals.com,/asset/17473/4244,100.0,2024-12-18T14:45:00Z,1FMCU9G67LUA69602,2020,Ford,Escape,Used/See Description,+12026899980,,DPW Impound-D2408290098 Sale10,Yes: Other (See Description),"http://maps.google.com/maps?q=38.813644,+-77.018769+(5001 Shepherd Pkwy SW)",Government,,4244-17473,"5001 Shepherd Pkwy SW, Washington, District of Columbia, 20032-5216, USA",dwintermantel@govdeals.com,"Washington, District of Columbia, USA",Dan Wintermantel,
http://govdeals.com,/asset/5450/4923,1000.0,2024-12-18T14:45:00Z,1FMCU0F76EUB17048,2014,Ford,Escape,Used/See Description,+14052973138,"110,886.00 (Accurate?: Yes)",1416049,,"http://maps.google.com/maps?q=35.468155,+-97.521246+(100 N Walker Ave)",Government,"Oklahoma City, OK",4923-5450,"100 N Walker Ave, Oklahoma City, Oklahoma, 73102-2230, USA",sherry.cochranschmees@okc.gov,"Oklahoma City, Oklahoma, USA",Sherry Cochran-Schmees,
http://govdeals.com,/asset/322/23691,10.0,2024-12-18T14:45:00Z,1FMCU9DG0AKA79376,2010,Ford,Escape,Used/See Description,,"118,000.00 (Accurate?: Unknown)",A79376,Clean Title,"http://maps.google.com/maps?q=39.726859,+-76.154584+(2672 Robert Fulton Hwy)",Commercial,,23691-322,"2672 Robert Fulton Hwy, Peach Bottom, Pennsylvania, 17563-9749, USA",,"Peach Bottom, Pennsylvania, USA",,
http://govdeals.com,/asset/8264/1428,3000.0,2024-12-18T14:45:00Z,1FMCU9G90DUC15074,2013,FORD,ESCAPE SE,Used/See Description,+18016197213,"184,686.00 (Accurate?: Yes)",28691,Clean Title,"http://maps.google.com/maps?q=40.509586,+-111.888173+(447 W 13800 S)",Government,"State of Utah Surplus Property, UT",1428-8264,"447 W 13800 S, Draper, Utah, 84020-8145, USA",jnoveson@utah.gov,"Draper, Utah, USA",Jake Oveson,
http://govdeals.com,/asset/5451/4923,1026.0,2024-12-18T14:45:00Z,1FMCU0F78EUB17049,2014,Ford,Escape,Used/See Description,+14052973138,"99,426.00 (Accurate?: )",1416050,,"http://maps.google.com/maps?q=35.468155,+-97.521246+(100 N Walker Ave)",Government,"Oklahoma City, OK",4923-5451,"100 N Walker Ave, Oklahoma City, Oklahoma, 73102-2230, USA",sherry.cochranschmees@okc.gov,"Oklahoma City, Oklahoma, USA",Sherry Cochran-Schmees,
http://govdeals.com,/asset/5448/4923,625.0,2024-12-18T14:45:00Z,1FMCU0F75EUB33435,2014,Ford,Escape,Used/See Description,+14052973138,"87,215.00 (Accurate?: Yes)",1416044,,"http://maps.google.com/maps?q=35.468155,+-97.521246+(100 N Walker Ave)",Government,"Oklahoma City, OK",4923-5448,"100 N Walker Ave, Oklahoma City, Oklahoma, 73102-2230, USA",sherry.cochranschmees@okc.gov,"Oklahoma City, Oklahoma, USA",Sherry Cochran-Schmees,
